ORDER_NO,CUSTOMER_NUMBER_ONLINE,ORDER_VALUE_ONLINE,DISCOUNT_VALUE_ONLINE,NUMBER_ITEMS_ONLINE,NUMBER_DISCOUNTED_ITEMS_ONLINE
31226963,53996706,"15772,4","2289,88",116,34
31227423,64833852,"10185,25","427,06",52,4
31229827,59004903,"28907,77","1972,86",92,12
31230661,58200780,"33015,93","3695,51",278,38
31244089,63383667,"8446,88",0,4,0
31246739,62869980,"9544,66","1632,26",74,20
31270864,65569080,"18480,17","32,75",142,0
31277307,54324969,"18383,23","3124,35",120,30
31284756,58245528,"21402,78","1752,78",156,34
31286578,62815977,"19902,83","1514,36",150,12
31310429,84353679,"13538,85","5359,21",108,60
31311331,70968309,"10814,05","196,5",78,0
31332743,75650280,"10538,95","2280,71",92,36
31366952,53844486,"35566,5","1163,28",154,8
31370285,57566454,"11664,24","1641,43",74,32
31383295,85171281,"7430,32","2770,65",16,12
31395679,88391415,"33373,56","875,08",242,8
31423342,57480492,"9217,16","1405,63",96,20
31427836,61012506,15720,0,2,0
31452069,65880327,"21146,02","3235,7",204,64
31474831,89107293,"8910,62","294,75",88,8
31507291,62619996,"6857,85",0,54,0
31509049,66157869,"10422,36",0,8,0
31516981,58557987,"10939,81",0,98,0
31524855,60872055,"8986,6","48,47",68,0
31525093,64582365,"7953,01","1184,24",64,14
31529317,55154268,"32983,18","1644,05",234,46
31547694,79648686,5109,0,2,0
31555491,54303348,"30923,86","2339,66",166,18
31575534,84134091,"19584,5","1241,88",164,12
31589646,88336518,"22298,82","3419,1",150,24
31590200,86568393,"10031,98","2360,62",84,24
31594010,57789693,"19275,34","627,49",142,4
31605587,61555968,15720,0,2,0
31622503,56687220,"9084,85","2055,39",52,4
31645702,63997491,"12663,77","1805,18",102,30
31664514,54361611,"21811,5","2576,77",126,14
31666345,86796423,"17771,46","429,68",126,4
31681877,88042695,"11827,99",3144,144,32
31684431,66895695,"12735,82","617,01",120,16
31726861,54358554,"21157,81","339,29",172,4
31727588,88984413,"27073,77","2274,16",226,34
31729796,80585829,"14884,22",0,110,0
31731215,87473199,15720,0,2,0
31739314,55584348,"25124,49","4697,66",198,54
31747615,55840431,"17501,6","1193,41",124,22
31750191,62113005,"21586,18","2157,57",178,46
31754564,87756642,"17246,15","2331,8",148,24
31759391,86835711,"12405,7",0,56,0
31769928,85761675,"19487,56","154,58",138,4
31774870,67866153,"19408,96","1742,3",154,28
31788851,60794577,"24432,81","720,5",176,12
31791878,59359665,"14347,12","2232,24",102,26
31794486,61924458,"19722,05","9264,32",198,74
31797921,65841159,"23337,65","1734,44",182,20
31822503,55293441,"39809,59","3770,18",252,58
31843426,85513353,"21351,69","3050,99",172,32
31852320,63478407,"19194,12",0,114,4
31857708,86741364,"8873,94","284,27",58,8
31864253,54791751,"11761,18","1553,66",62,14
31872082,63151668,"12255,05","1116,12",114,16
31878087,77515656,"10946,36",0,8,0
31901352,77689596,"14640,56","2443,15",100,52
31909864,58479012,"21334,66","6726,85",94,30
31929249,87859200,"9758,19",0,78,0
31933153,78075246,"52654,14","2654,06",328,26
31936298,86695911,"14258,04","2282,02",134,24
31956464,59671500,"30285,89","4607,27",204,50
31960880,67394334,"26975,52","682,51",172,16
31973493,60199323,"1066,34",0,4,0
31983830,64102035,"24169,5","2430,05",212,24
31999073,53946555,"16567,57","3311,68",96,20
31999790,57597159,"24373,86","1803,87",182,26
32019903,64252920,"15667,6","2154,95",146,24
32028167,55487745,"12828,83","386,45",90,4
32038973,86956590,"41579,4","167,68",286,4
32051819,62694579,"37852,45","5040,88",300,62
32108524,81558507,"23489,61","3140,07",172,38
32113286,66002520,"14218,74","383,83",102,14
32119051,81247014,"16583,29","1262,84",146,24
32125413,83434689,"10918,85","635,35",82,12
32151536,74737482,"10617,55","672,03",76,10
32165651,85597968,"11917,07","1983,34",92,40
32180357,68182206,"25746,74","1866,75",194,30
32183924,75574497,"11690,44","974,64",82,8
32188244,61880133,"13325,32","8150,82",50,8
32193790,86341080,"13588,63","1054,55",110,8
32198767,74772066,"11623,63","182,09",102,0
32215779,54171789,"16874,11","3683,72",92,20
32235171,61722747,"15813,01","1627,02",88,10
32239171,87641265,"9281,35","98,25",54,0
32280116,61938414,"14302,58","1553,66",92,12
32282309,64451931,"11969,47","2760,17",78,8
32285511,59721606,"13035,81","1494,71",128,30
32297835,57438750,15720,0,2,0
32300892,64169139,"25051,13","3157,1",212,30
32304790,68091045,"10789,16","1706,93",94,24
32305181,56018646,"16530,89","1425,28",68,4
32313437,60433371,"54866,73","10605,76",296,86
32319142,84047559,"36400,97","2284,64",172,24
32319188,77447568,"9511,91","2916,06",98,24
32330770,60616005,"15547,08","1561,52",122,46
32331325,85490877,"26535,36","1979,41",204,8
32356395,65222190,"15575,9","2777,2",98,28
32366242,75987417,"8133,79","1723,96",56,16
32373891,57968043,"18110,75","1006,08",134,10
32374684,58308759,"13961,98","4413,39",108,34
32376455,61326126,"29309,94","1469,82",166,14
32384643,75219909,"12312,69","4036,11",122,40
32396029,77212818,"11993,05","1154,11",94,16
32443731,54269130,"16457,53","889,49",144,8
32476518,76750824,"19051,33","1540,56",152,16
32477819,56222055,"11710,09","1388,6",68,12
32482402,57101118,"25497,84","4417,32",170,48
32504063,54089925,"13059,39","787,31",116,18
32509295,54276894,"31235,64","2740,52",214,24
32516240,62010198,"13705,22","2088,14",84,36
32549602,69301650,"10511,44","3428,27",96,46
32551482,54790989,"23260,36","4438,28",182,36
32555710,60875796,"4354,44","430,99",4,0
32568375,61013673,"31425,59","2579,39",190,16
32584271,60402369,"9029,83",0,14,0
32615535,54122538,"6339,09",0,40,0
32620094,85513671,"26093,89","817,44",160,8
32621421,63064275,5109,0,2,0
32630056,86860599,3930,0,2,0
32640777,58360077,"17736,09","1172,45",124,4
32647768,74683593,"8128,55",0,62,0
32652353,61542336,"15664,98","775,52",126,16
32674880,83020788,"15304,73",0,122,0
32712739,61454577,"17310,34","2017,4",94,12
32713774,57735147,"19522,93","565,92",148,12
32713786,62113005,"20342,99","3964,06",158,54
32738212,55508634,"7571,8","610,46",62,14
32771875,75867663,"9971,72","628,8",82,12
32772879,86638203,"22120,66","3265,83",130,20
32795931,63200484,"60670,03","3966,68",340,32
32800916,66662064,"29532,64","3006,45",192,26
32801912,89195880,"8509,76","3062,78",52,24
32804819,58570446,"29419,98","8484,87",114,18
32806243,77627793,"9238,12","2744,45",72,38
32852812,76709550,"8048,64",0,48,0
32878946,58712895,"7127,71","1266,77",50,18
32901683,65698896,"10101,41","1692,52",64,22
32909151,75219909,"10052,94","721,81",72,8
32937841,56922792,"30545,27","2787,68",196,34
32949334,87641265,"16757,52","2325,25",112,20
32950426,55016805,"15232,68",2751,108,36
32978597,87951975,"14542,31","260,69",134,0
32998990,62055456,"10296,6","1869,37",88,16
33001352,86799720,"16564,95","330,12",86,4
33017437,88042695,"12899,57","2545,33",130,32
33018612,58233828,"34416,32","171,61",240,0
33024194,78997152,"9730,68","47,16",100,0
33033223,56865891,"15368,92",0,50,0
33046393,75765426,"12375,57","1163,28",60,20
33066660,54215919,"7448,66","2030,5",50,18
33073485,59510697,"15154,08","543,65",114,8
33073690,53933388,"22860,81","1902,12",132,32
33085865,71994672,"20301,07","475,53",170,6
33096816,84018207,"2250,58",0,6,0
33096921,58555839,"12072,96","796,48",90,4
33099889,83641203,"9990,06","1439,69",64,4
33100617,53916762,"16051,43","168,99",126,8
33100856,88593018,"11276,48","1199,96",96,20
33126623,58719483,"24379,1","4396,36",218,58
33126668,55329042,"12893,02","2278,09",92,28
33128898,67033857,"10238,96","334,05",66,4
33168202,60250221,"38253,31","837,09",234,4
33186443,66244569,"23979,55","6075,78",158,36
33199674,55770264,"16918,65","3214,74",104,36
33208223,56492112,"24310,98","1785,53",196,24
33216856,56816163,"9900,98","2278,09",94,40
33219454,57752358,"12561,59","2089,45",102,24
33223056,54257529,"37079,55","3987,64",234,48
33223555,56865891,"19006,79","5423,4",208,74
33228205,56212776,"25606,57","5539,99",160,48
33238816,60015795,"8880,49","5074,94",28,8
33252373,65797428,"23135,91","8947,3",214,88
33278488,88510134,"8118,07",0,52,0
33301888,60343983,"38950,23","2597,73",286,54
33303202,56097462,"12025,8",0,78,0
33303444,69301650,"5991,94",0,16,0
33312519,88939491,"9817,14",0,96,0
33327998,86741364,"8866,08","1733,13",52,20
33334655,60803259,"29573,25","9935,04",258,84
33335615,55488234,"13440,6","2308,22",122,24
33343625,86720364,"14852,78","930,1",102,6
33345454,63665463,"18163,15","3057,54",144,36
33346278,84804054,"25442,82","1903,43",164,20
33354950,58380555,"12955,9","1044,07",122,14
33355686,88549962,"12891,71","1155,42",104,14
33382581,67717833,"19948,68","2564,98",168,44
33386740,67382280,"19757,42","1472,44",168,20
33417703,57161700,"9333,75","989,05",84,8
33426360,74643216,"12950,66","382,52",72,8
33427591,86341080,"8770,45","881,63",86,12
33435330,87067422,"20329,89","445,4",124,0
33436545,83549820,"12384,74","2306,91",112,24
33444632,55576830,17816,"2151,02",132,32
33450462,58849362,"21287,5","5790,2",196,24
33466272,63370044,"19429,92","5702,43",132,52
33467799,78490245,"19343,46","922,24",118,8
33473860,61596165,22401,"3176,75",184,28
33481986,76010628,"10609,69","4484,13",72,36
33488133,63478407,"6878,81","713,95",60,16
33489441,56740761,"12463,34","1097,78",94,20
33491275,55327941,"19209,84","766,35",120,4
33512490,67015674,17423,"940,58",112,26
33521141,82175280,"40441,01","9357,33",214,84
33561986,66860637,"13309,6","345,84",114,16
33568794,75975375,"12410,94","2566,29",80,6
33569070,89030997,"9496,19","1818,28",70,26
33576175,66148740,"9610,16","521,38",94,8
33576740,83585139,"8885,73","104,8",58,0
33577105,85135275,"18384,54","707,4",76,8
33580754,54618864,"33448,23","1413,49",214,10
33601092,70968309,"12141,08","1454,1",84,14
33601648,63230892,"10487,86","520,07",58,10
33636844,54306489,"12686,04","586,88",82,8
33642827,55821180,"10487,86","197,81",88,4
33645541,57142473,"10867,76","635,35",86,6
33646159,80078799,"15844,45","2111,72",118,32
33654251,75168426,"26506,54","358,94",164,4
33663693,81170610,"41521,76","3631,32",224,32
33668883,57704628,"8245,14",0,58,0
33669084,59775756,"17636,53","1010,01",162,18
33674916,63718449,17292,"1612,61",138,12
33678757,57916581,"16212,56","2414,33",140,28
33689677,54273411,"15716,07","8663,03",106,58
33694953,76625823,"19505,9","6502,84",118,28
33716274,67951371,"10220,62","276,41",84,4
33746996,58360077,"8762,59","455,88",74,6
33753076,67360035,"12651,98","1613,92",68,6
33753978,67118979,"17978,44","2858,42",166,40
33764143,54266505,"13237,55","196,5",106,0
33772359,84804054,"23179,14","1857,58",134,12
33783406,86045133,"19217,7","247,59",130,8
33818317,57581928,"28903,84","11056,4",238,120
33825857,53844981,"8801,89","779,45",80,14
33838477,60988689,"21582,25","4634,78",164,58
33845381,80232978,"17167,55","4051,83",140,50
33846878,76326387,"11317,09",0,84,0
33847981,64672248,"22871,29","451,95",164,8
33862854,77351148,"30147,03","2005,61",184,20
33866613,81643182,"30777,14","8639,45",88,0
33868337,87923331,"18853,52","391,69",84,0
33900478,56922792,"19503,28","4292,87",138,56
33904357,87990315,"15452,76","1353,23",86,20
33915152,85613175,"12109,64","2606,9",140,46
33922860,68108037,"13698,67","1368,95",86,0
33924827,64503633,"15177,66","518,76",132,12
33943431,59815785,"33236,01","850,19",170,0
33958998,80058363,"12735,82","209,6",108,0
33965434,58361331,"11668,17",786,98,20
33968535,74606277,"10591,35","831,85",94,6
33986652,58406940,"18575,8","3762,32",134,30
33995870,89276433,"18108,13",0,186,0
33998968,87597753,"16572,81","1463,27",128,8
33999631,56844414,"12234,09","1112,19",74,4
34003076,88844178,"30959,23","387,76",196,6
34006162,66161298,"15142,29",0,100,0
34013974,65639754,"13559,81","1823,52",130,44
34020166,83320158,"14799,07","2275,47",104,40
34039749,59207274,"7224,65","537,1",60,16
34043199,66176820,"10925,4","486,01",92,8
34065880,54657096,"20818,52","3071,95",158,50
34091490,56334954,"8094,49","5178,43",6,0
34092115,74283087,"8410,2","6822,48",44,42
34092161,81167571,16506,"176,85",168,0
34104352,53805225,3930,0,2,0
34107745,81567690,"7718,52","1273,32",62,22
34111082,66002520,"23737,2","1623,09",178,34
34137538,54635859,"23091,37","3354,91",196,28
34143787,59194323,"20425,52","2317,39",150,46
34149105,87810021,"28598,61","8150,82",260,86
34151877,88313652,"9066,51","1465,89",98,30
34159040,57461325,"14977,23","302,61",110,0
34188831,58689462,"19786,24","2247,96",140,16
34192022,83893122,"13038,43","850,19",110,30
34195533,76890591,"14027,48",393,56,0
34195715,58347060,"7856,07",0,6,0
34207196,53916762,"19353,94","1091,23",134,14
34215825,55577493,"31367,95","377,28",198,4
34217906,61722747,"41765,42","2688,12",206,18
34221279,60853587,"29074,14","1292,97",156,14
34251565,60710298,"28504,29","767,66",274,20
34259065,59589948,"20060,03","2943,57",178,40
34284230,55840431,"12303,52","2122,2",102,30
34286622,58254918,"34320,69","7064,83",232,84
34321902,64144557,"17601,16","1190,79",142,24
34334854,87466218,"7742,1",131,64,0
34337010,80526342,"29143,57","2906,89",182,44
34338586,58547223,"29182,87","6625,98",282,64
34343400,67725882,"12282,56",393,84,18
34353099,66852513,"27453,67","474,22",126,4
34355984,58310499,"12527,53","5559,64",56,30
34360907,66541515,"14391,66","636,66",72,8
34385661,54273411,"14859,33","9565,62",146,106
34392179,68058384,"8381,38","1218,3",70,34
34396275,62852427,"16997,25","7402,81",248,96
34406062,57356403,"22962,99","2423,5",138,12
34421633,67945773,"12439,76","3595,95",66,28
34425521,67369530,"43795,92","1764,57",328,34
34450064,66287397,"20263,08","8904,07",164,60
34457630,65222190,"33740,36","3388,97",190,38
34485006,59912715,"22729,81","3438,75",176,50
34497392,78472662,"6290,62","3018,24",52,32
34497404,86850702,"15245,78","5563,57",142,62
34514485,85965717,"9041,62","489,94",70,12
34526913,55967274,"29713,42",4847,170,24
34527160,87810021,"39852,82","2998,59",284,34
34535086,57762510,"24255,96","1883,78",124,12
34536539,61415715,"12699,14","3137,45",86,24
34544910,66895695,"10900,51","2892,48",106,52
34550531,58549287,"2967,15",0,20,0
34564462,54002796,5109,0,2,0
34573900,78677076,"7070,07",786,6,0
34574292,66476331,"28206,92","2354,07",182,38
34576187,61064763,12445,"2994,66",104,28
34589317,54924117,"9894,43","1552,35",68,16
34598309,63383667,"13732,73","5209,87",130,60
34599467,54028599,"33867,43","138,86",294,8
34606723,76050660,"15637,47","4313,83",156,28
34616464,63277404,"11627,56","2453,63",130,24
34622845,66625005,"14417,86","3550,1",128,24
34625385,58294272,"12560,28","1539,25",90,16
34637639,58718859,"35115,86","6801,52",234,64
34642903,53925543,"43738,28","1406,94",302,14
34652860,66625005,"13193,01","1480,3",104,20
34656744,57757551,"12975,55","444,09",110,4
34669857,57593277,"17890,67","1781,6",142,10
34670383,59095290,"8326,36","1130,53",72,20
34704845,80299659,"13917,44","155,89",104,0
34729365,55755747,"14204,33","1826,14",94,20
34732411,61547934,"26792,12","369,42",172,12
34737774,54287043,"15552,32","962,85",130,20
34765065,86618397,"8707,57",0,72,0
34768131,62005557,"31513,36","2118,27",154,12
34794854,66081843,"12029,73","394,31",92,10
34828165,64344687,"22196,64","3513,42",138,18
34849521,54262260,"25537,14","3365,39",180,38
34850724,54282180,"22199,26","1927,01",186,32
34863238,86517393,"9751,64","385,14",82,8
34883027,56857737,"17096,81","2437,91",62,12
34919378,58557987,"11273,86","2857,11",104,24
34923284,63054984,"8132,48","668,1",24,4
34939663,63790227,"15861,48","1890,33",160,30
34943824,68196342,"10434,15","1085,99",76,26
34946374,62246703,"30444,4","737,53",184,20
34951524,55752717,"10879,55",0,74,0
34954367,87108588,"25204,4","3180,68",192,22
34963474,66834216,"18714,66","4764,47",186,48
34977188,74977707,"12612,68","1249,74",86,26
35005829,60616005,"15714,76","3610,36",104,24
35014113,64999098,"29362,34","4093,75",168,18
35019229,53832801,"44566,2","3049,68",246,30
35021666,87302895,"11603,98","4566,66",108,36
35055966,58316541,"13988,18","1345,37",52,8
35076727,86512740,"16458,84","1528,77",106,12
35078186,57610581,"13238,86","598,67",86,12
35079509,54787686,"12168,59","1422,66",64,20
35082692,76524696,"14903,87","3212,12",138,26
35091017,54203265,"17606,4","3442,68",122,20
35096422,55584348,"15966,28","2973,7",160,34
35104817,89063976,"14019,62",786,118,0
35107927,88671522,"5910,72",0,38,0
35108312,88327236,"13351,52","2199,49",122,30
35116380,64074297,"15865,41","3702,06",110,34
35120668,57597159,"17880,19","1435,76",158,22
35120982,76420554,"7676,6","985,12",88,12
35128981,66491343,"14715,23","5408,99",120,44
35139487,76159236,"17652,25",0,32,0
35153166,87015084,"7105,44","991,67",58,10
35177819,76326972,"10918,85","696,92",94,12
35204012,58254918,"38001,79","5082,8",218,74
35216643,60524790,"10896,58","894,73",70,4
35238570,58168461,"14994,26",0,8,0
35240300,56334120,"32342,59","4498,54",180,48
35281797,63898656,"16000,34","3615,6",118,46
35285260,58203213,"24802,23","2993,35",140,20
35288592,57593277,"18692,39","2065,87",152,30
35292273,54357336,"25614,43","2965,84",130,22
35316537,58574217,"9687,45",0,16,0
35327283,56969259,"28365,43","6931,21",192,84
35333036,85822152,"16137,89","2388,13",126,42
35340251,64468380,"34153,01","1349,3",136,8
35345118,63222675,"12272,08","4338,72",74,40
35374195,63859629,"17691,55","1285,11",136,20
35375402,86049957,"12670,32","1995,13",126,26
35375868,57698190,"22901,42","2663,23",170,24
